,id_paper,Authors
24122,0108212,"['Ian Davies', 'Paul Mansfield']"
24123,0108213,"['L. Begin', 'C. Cummins', 'L. Lapointe', 'P. Mathieu']"
24124,0108214,"['Y. Nutku', 'M. V. Pavlov']"
24125,0108215,"['P. Brax', 'C. van de Bruck', 'A.C. Davis']"
24126,0108216,"['A.Smailagic', 'E.Spallucci']"
24127,0108217,['Hidenori Sonoda']
24128,0108218,['Oleg Lebedev (U. Sussex)']
24129,0108219,"['Katsuyuki Sugiyama', 'Satoshi Yamaguchi (Kyoto Univ.)']"
24130,0108220,"['Gottfried Curio', 'Axel Krause']"
24131,0108221,"['Nick Dorey', 'Timothy J. Hollowood', 'S. Prem Kumar']"
24132,0108222,['Karen Elsner']
24133,0108223,['G. de Berredo-Peixoto']
24134,0108224,['K.-I. Izawa']
24135,0108225,"['Masaru Ishi-i', 'Taro Kashiwa', 'Naoki Tanimura']"
24136,0108226,"['Hiroaki Kanno', 'Yukinori Yasui']"
24137,0108227,"['C. Gonera', 'P. Kosinski', 'P. Maslanka']"
24138,0108228,['K. C. Hannabuss (Oxford)']
24139,0108229,['P. Mayr']
24140,0108230,"['Jens Erler', 'Gary Shiu']"
24141,0108231,['I.L. Buchbinder']
24142,0108232,['Noriaki Kitazawa']
24143,0108233,['George K. Savvidy']
24144,0108234,"['Suresh Govindarajan (IITM)', 'T. Jayaraman (IMSc)', 'Tapobrata Sarkar']"
24145,0108235,['P.J.Heslop']
24146,0108236,"['Valentina Petkova', 'Jean-Bernard Zuber']"
24147,0108237,['Donam Youm']
24148,0108238,"['M.R. Gaberdiel', 'A. Recknagel (Kings College London)']"
24149,0108239,"['Steven S. Gubser', 'Indrajit Mitra']"
24150,0108240,"['Luiz C. de Albuquerque', 'R. M. Cavalcanti']"
24151,0108241,"['P.F. Kelly', 'Terry Pilling']"
24152,0108242,['R. R. Landim']
24153,0108243,"['T.E. Clark', 'S.T. Love', 'S.R. Nowling']"
24154,0108244,['Joel Giedt']
24155,0108245,"['M. Cvetic', 'G.W. Gibbons', 'H. Lu', 'C.N. Pope']"
24156,0109001,"['C. Fronsdal (U. of California', 'Los Angeles)']"
24157,0109002,"['G. Andrei Mezincescu', 'Luca Mezincescu']"
24158,0109003,"['Horacio E. Camblong', 'Carlos R. Ordonez']"
24159,0109004,"['R. Brandenberger (Brown U.)', 'F. Finelli (Purdue U.)']"
24160,0109005,"['M. Gunaydin', 'K. Koepsell', 'H. Nicolai']"
24161,0109006,['RJ Cova']
24162,0109007,"['RJ Cova', 'WJ Zakrzewski']"
24163,0109008,"['R. Sasaki', 'K. Takasaki']"
24164,0109009,"['Xiang-Mao Ding', 'Mark D. Gould', 'Yao-Zhong Zhang']"
24165,0109010,"['Changhyun Ahn', 'Kyungsung Woo']"
24166,0109011,"['I. Floratos', 'B.M.A.G. Piette']"
24167,0109012,['Marcos Rigol']
24168,0109013,"['Emanuel Scheidegger (AEI', 'Golm)']"
24169,0109014,"['Axel Pelster', 'Hagen Kleinert', 'and Michael Bachmann']"
24170,0109015,"['I. Jack', 'D.R.T. Jones', 'N. Mohammedi']"
24171,0109016,['Manuel Reenders']
24172,0109017,['Massimo Porrati']
24173,0109018,"['Daniela Bigatti (Weizmann Institute of Science', 'Israel)']"
24174,0109019,['Atish Dabholkar']
24175,0109020,"['Shogo Aoyama', 'Takahiro Masuda (Shizuoka University)']"
24176,0109021,['Romuald A. Janik']
24177,0109022,"['B. Basu-Mallick', 'Kumar S. Gupta']"
24178,0109023,"['L. V. Laperashvili (ITEP', 'Moscow', 'Russia)', 'H. B. Nielsen (NBI,']"
24179,0109024,"['Elcio Abdalla', 'Bertha Cuadros-Melgar', 'Sze-Shiang Feng', 'Bin Wang']"
24180,0109025,"['Sergei Gukov', 'James Sparks']"
24181,0109026,"['E. Celeghini', 'M.A. del Olmo']"
24182,0109027,"['M. Chabab (Marrakech Univ.', 'Rabat Univ.)', 'N. El Biaze', 'R. Markazi and']"
24183,0109028,['Ahmed Jellal']
24184,0109029,['I. V. Vancea (IFT-Unesp)']
24185,0109030,"['Paul Koerber', 'Alexander Sevrin']"
24186,0109031,['Maximo Banados']
24187,0109032,"['Taejin Lee', 'K. S. Viswanathan', 'Yi Yang']"
24188,0109033,"['Matt Visser (Washington University in Saint Louis)', 'Carlos Barcelo']"
24189,0109034,"['Y. Brihaye', 'J. Burzlaff', 'V. Paturyan', 'D. H. Tchrakian']"
24190,0109035,['Takao Koikawa']
24191,0109036,"['Kostyantin Ilyenko (Institute for Radiophysics', 'Electronics', 'NASU)']"
24192,0109037,['Marcelo M. Leite']
24193,0109038,"['K.E. Kunze', 'M.A. Vazquez-Mozo']"
24194,0109039,"['Jerome P. Gauntlett', 'Nakwoo Kim']"
24195,0109040,['Masato Ito (Nagoya Univ.)']
24196,0109041,['Ramzi R. Khuri']
24197,0109042,"['Kazunari Shima', 'Motomu Tsuda']"
24198,0109043,['Joshua Feinberg']
24199,0109044,['Shervgi Shahverdiyev']
24200,0109045,"['Joshua Feinberg', 'A. Zee']"
24201,0109046,"['Eduard Masso (UAB', 'Barcelona)', 'Francesc Rota (UAB', 'Barcelona)']"
24202,0109047,['F. Toppan (CBPF)']
24203,0109048,"['A.Marshakov', 'P.Wiegmann', 'A.Zabrodin']"
24204,0109049,['J. Kluson']
24205,0109050,"['Justin Khoury', 'Burt A. Ovrut', 'Paul J. Steinhardt', 'Neil Turok']"
24206,0109051,"['Ichiro Oda', 'Mario Tonin']"
24207,0109052,['W. Machin']
24208,0109053,"['C. E. Beasley', 'M. R. Plesser']"
24209,0109054,['Zurab Kakushadze']
24210,0109055,"['Thomas Mohaupt', 'Marco Zagermann']"
24211,0109056,['B. P. Kosyakov']
24212,0109057,"['Tetsuya Shiromizu', 'Daisuke Ida', 'Takashi Torii']"
24213,0109058,['Tamiaki Yoneya']
24214,0109059,['Yuji Satoh']
24215,0109060,"['Minoru Hirayama', 'Chang-Guang Shi (Department of Physics', 'Toyama']"
24216,0109061,"['Mofazzal Azam (BARC', 'MUMBAI', 'INDIA)']"
24217,0109062,"['M. Rachidi', 'E.H. Saidi', 'J.Zerouaoui']"
24218,0109063,"['Bo Feng', 'Amihay Hanany', 'Yang-Hui He', 'Angel M. Uranga']"
24219,0109064,['Anton V. Ryzhov']
24220,0109065,"['Eric DHoker', 'Anton V. Ryzhov']"
24221,0109066,['A.M. Ghezelbash']
24222,0109067,"['I.L.Buchbinder', 'A.Pashnev', 'M. Tsulaia']"
24223,0109068,['Christopher T. Hill']
24224,0109069,"['Simeon Hellerman', 'Shamit Kachru', 'Albion Lawrence', 'and John McGreevy']"
24225,0109070,"['Masashi Hamanaka (Univ. of Tokyo', 'YITP)']"
24226,0109071,"['Dmitri Antonov (INFN', 'Pisa)']"
24227,0109072,"['Chandrashekar Devchand', 'Jean Nuyts']"
24228,0109073,['F. Toppan (CBPF)']
24229,0109074,['Zygmunt Lalak']
24230,0109075,"['Tom Graber', 'Eric Zaslow']"
24231,0109076,['Jaydeep Majumder']
24232,0109077,['Joseph C. Varilly']
24233,0109078,['Al.Zamolodchikov']
24234,0109079,['Z. Guralnik']
24235,0109080,"['Harald Grosse', 'Karl-Georg Schlesinger']"
24236,0109081,"['Sergei V. Ketov', 'Thorsten Leonhardt', 'Werner Ruhl (University of']"
24237,0109082,"['Nima Arkani-Hamed', 'Andrew G. Cohen', 'Howard Georgi']"
24238,0109083,"['Christoph Richard', 'Paul A. Pearce']"
24239,0109084,"['Brian P. Dolan', 'Denjoe OConnor', 'P. Presnajder']"
24240,0109085,['F. Toppan (CBPF)']
24241,0109086,"['M Govender', 'N Dadhich']"
24242,0109087,"['Nobuhito Maru', 'Norisuke Sakai', 'Yutaka Sakamura', 'and Ryo Sugisaka']"
24243,0109088,"['A. C. Rodrigues Mendes', 'W. Oliveira', 'C. Neves', 'F. I. Takakura']"
24244,0109089,"['J.Ananias Neto', 'A.C.R.Mendes', 'C.Neves', 'W.Oliveira', 'D.C.Rodrigues']"
24245,0109090,['Andrey Neronov']
24246,0109091,"['Bo-yu Hou', 'Bo-yuan Hou', 'Rui-hong Yue']"
24247,0109092,['Tuan A. Tran (Texas A&M University)']
24248,0109094,"['Dmitri V. Alekseevsky', 'Vicente Cortes', 'Chandrashekar Devchand and']"
24249,0109095,"['Xiao-Jun Wang', 'Mu-Lin Yan']"
24250,0109096,"['Louise Dolan', 'Chiara R. Nappi', 'Edward Witten']"
24251,0109097,"['A. Achucarro', 'A.C. Davis', 'M. Pickles', 'J. Urrestilla']"
24252,0109098,"['Anton Kapustin', 'Dmitri Orlov']"
24253,0109099,"['Jorma Louko', 'David L. Wiltshire']"
24254,0109100,"['Nathan Berkovits (IFT/UNESP', 'Sao Paulo)']"
24255,0109101,['Hyung Do Kim (KIAS)']
24256,0109102,['Sachindeo Vaidya']
24257,0109103,['E. Deotto']
24258,0109104,"['Victor M. Villanueva (Michoacan University', 'Mexico)', 'Juan A. Nieto']"
24259,0109105,"['Guy Bonneau (LPTHE', 'Paris)']"
24260,0109106,['M. Rausch de Traubenberg']
24261,0109107,"['David S. Berman', 'Martin Cederwall', 'Ulf Gran', 'Henric Larsson', 'Mikkel']"
24262,0109108,['Elias C. Vagenas']
24263,0109109,"['S.James Gates Jr.', 'W. D. Linch III', 'J. Phillips', 'L. Rana']"
24264,0109110,"['Alfred Scharff Goldhaber', 'Andrei Litvintsev', 'and Peter van']"
24265,0109111,"['Tomomi Ishikawa', 'Shin-Ichiro Kuroki', 'Akifumi Sako']"
24266,0109112,['Pedro J. Silva']
24267,0109113,['B.M. Zupnik']
24268,0109114,"['Sergiu I. Vacaru', 'Denis Gontsa']"
24269,0109115,"['G. W. Delius', 'N. J. MacKay', 'B. J. Short']"
24270,0109116,"['Pran Nath', 'Raza M. Syed']"
24271,0109117,"['I. Cabrera-Carnero', 'J.F. Gomes', 'E.P. Gueuvoghlanian', 'G.M. Sotkov and']"
24272,0109118,"['An{\\i}bal Iucci', 'Carlos Naon']"
24273,0109119,['Robert Wimmer']
24274,0109120,['Xiao-Gang Wen']
24275,0109121,"['Keun-Young Kim', 'Bum-Hoon Lee', 'Hyun Seok Yang']"
24276,0109122,"['Shinichi Nojiri', 'Sergei D. Odintsov']"
24277,0109123,['J. Gutowski']
24278,0109124,"['Thomas Schucker', 'Sami Zouzou']"
24279,0109125,"['Kiyoshi Hayasaka', 'Ryuichi Nakayama']"
24280,0109126,['J. Gutowski']
24281,0109127,"['Robert C. Myers', 'Oyvind Tafjord']"
24282,0109128,"['Martin Lemoine (IAP)', 'Musongela Lubo (U. Mons-Hainaut)', 'Jerome Martin']"
24283,0109129,"['Elcio Abdalla', 'L. Alejandro Correa-Borbonet']"
24284,0109130,"['I.L. Buchbinder', 'I.B. Samsonov']"
24285,0109131,['Kento Ichikawa']
24286,0109132,['Itzhak Bars']
24287,0109133,['Rong-Gen Cai']
24288,0109134,['H. Huffel']
24289,0109135,"['Sayan Kar', 'Parthasarathi Majumdar', 'Soumitra SenGupta', 'Saurabh Sur']"
24290,0109136,"['Vittorio Barone Adesi', 'Sergio Zerbini']"
24291,0109137,"['G. De Risi', 'M. Gasperini']"
24292,0109138,"['Louis-Pierre Arguin', 'Yvan Saint-Aubin (Centre de recherches']"
24293,0109139,"['Wen-Jun Chen', 'Kang Li', 'Carlos Naon']"
24294,0109140,['Masato Ito (Nagoya Univ.)']
24295,0109141,"['Sergey A. Cherkis', 'Anton Kapustin']"
24296,0109142,['Oleg Yu. Shvedov']
24297,0109143,['A. Aste (U. of Basel)']
24298,0109144,"['Nobuyuki Motoyui', 'Shogo Tominaga', 'Mitsuru Yamada']"
24299,0109145,['Ning Wu']
24300,0109146,"['Ricardo Amorim', 'Franz A. Farias']"
24301,0109147,['Harvendra Singh']
24302,0109148,['Pierre van Baal']
24303,0109149,['Lubos Motl']
24304,0109150,"['Andrei Parnachev', 'David A. Sahakyan']"
24305,0109151,"['Chiang-Mei Chen', 'Dmitri V. Galtsov', 'and Sergei A. Sharakin']"
24306,0109152,"['Bobby Acharya', 'Edward Witten']"
24307,0109153,"['L. S. Boulton', 'M. P. Garcia del Moral', 'I. Martin', 'A. Restuccia']"
24308,0109154,"['Oleg Lunin', 'Samir D. Mathur']"
24309,0109155,['Mitsuko Abe']
24310,0109156,"['Kazuo Fujikawa', 'Masato Ishibashi (Dept. of Physics', 'Univ. of Tokyo)']"
24311,0109157,['C.Sochichiu']
24312,0109158,['C.Sochichiu']
24313,0109159,"['Masao Jinzenji (Univ. of Hokkaido', 'Math. Dept.)', 'Toru Sasaki (Univ. of']"
24314,0109160,"['G.M.Cicuta', 'L. Molinari', 'G. Vernizzi']"
24315,0109161,['R. Haeussling (Johannes Gutenberg-Univ. Mainz)']
24316,0109162,['Richard J. Szabo']
24317,0109163,"['Leonardo Castellani', 'Chiara Pagani']"
24318,0109164,['H. Skarke']
24319,0109165,"['Robert Brandenberger', 'Damien A. Easson', 'Dagny Kimberly']"
24320,0109166,['Arkadii A. Popov']
24321,0109167,"['Ruben Costa-Santos', 'Barry M. McCoy']"
24322,0109168,['Renata Kallosh']
24323,0109169,['Giampiero Esposito']
24324,0109170,"['Tamas Hauer', 'Morten Krogh']"
24325,0109171,['Victor O. Rivelles']
24326,0109172,['Jose Figueroa-OFarrill']
24327,0109173,"['Matthias Brandle', 'Andre Lukas']"
24328,0109174,"['Joseph Polchinski (U.C. Santa Barbara)', 'Matthew J. Strassler (U.']"
24329,0109175,"['Ira Rothstein (Carnegie Mellon U.)', 'Witold Skiba (MIT)']"
24330,0109176,"['L. Alvarez-Gaume', 'J.L.F. Barbon']"
24331,0109177,"['Jaume Gomis', 'Jorge G. Russo']"
24332,0109178,"['Jing-Bo Chen', 'Han-Ying Guo', 'Ke Wu']"
24333,0109179,"['Masatoshi Sato', 'Toshiaki Tanaka']"
24334,0109180,['A.J.M. Medved (University of Alberta)']
24335,0109181,"['Ivan Avramidi', 'Thomas Branson']"
24336,0109182,['Pieter-Jan De Smet']
24337,0109183,"['S.M. Kuzenko', 'I.N. McArthur (The University of Western Australia)']"
24338,0109184,['Beatriz Gato-Rivera']
24339,0109185,"['H.J.W. Muller-Kirsten', 'Jian-zu Zhang', 'Yunbo Zhang (Department of']"
24340,0109186,"['D.H. Correa', 'G.S. Lozano', 'E.F. Moreno', 'F.A. Schaposnik']"
24341,0109187,"['Oleg Andreev', 'Tassilo Ott']"
24342,0109188,"['Collin Bennett', 'Thomas Branson']"
24343,0109189,"['Nikita O. Agasian (ITEP', 'Moscow)', 'Dmitri Antonov (INFN', 'Pisa and']"
24344,0109190,"['George Siopsis', 'Suphot Musiri']"
24345,0109191,"['Giovanni Amelino-Camelia', 'Luisa Doplicher', 'Soonkeon Nam', 'Yun-Seok Seo']"
24346,0109192,['Jin Young Kim']
24347,0109193,['Shunya Mizoguchi']
24348,0109194,"['C. Ringeval (IAP)', 'P. Peter (IAP)', 'J.-P. Uzan (LPT)']"
24349,0109195,"['I. Jack', 'D.R.T. Jones']"
24350,0109196,"['Juan L. Manes (U. of the Basque Country', 'Bilbao', 'Spain)']"
24351,0109197,"['David R. Morrison', 'Savdeep Sethi']"
24352,0109198,['Kirill Krasnov (AEI)']
24353,0109199,"['Ion I. Cotaescu (West University of Timisoara', 'Romania)']"
24354,0109200,['Arvind Rajaraman']
24355,0109201,"['Kirill Melnikov', 'Marvin Weinstein']"
24356,0109202,"['Yuji Igarashi', 'Katsumi Itoh', 'Hiroto So']"
24357,0109203,"['D.V. Soroka', 'V.A. Soroka']"
24358,0109204,"['L.Bonora', 'A.Sorin']"
24359,0109205,"['Alfredo T. Suzuki', 'Ricardo Bent{\\i}n']"
24360,0109206,['E.K. Loginov']
24361,0109207,"['Ph. Brax', 'J. Martin', 'A. Riazuelo']"
24362,0109208,"['D. Bernard', 'Th. Cousin', 'V.A. Karmanov', 'J.-F. Mathiot']"
24363,0109209,"['Olaf Lechtenfeld', 'Alexander D. Popov']"
24364,0109210,"['Thomas Branson', 'A. Rod Gover']"
24365,0109211,"['M. Chaichian', 'A. Kobakhidze', 'M. Tsulaia']"
24366,0109212,['Olalla A. Castro-Alvaredo']
24367,0109213,['C.M. Hull']
24368,0109214,"['Amer Iqbal', 'Amir-Kian Kashani-Poor']"
24369,0109215,['Kazuyuki Fujii']
24370,0109216,"['Jihn E. Kim', 'Hyun Min Lee']"
24371,0109217,"['Chanju Kim', 'Kimyeong Lee', 'and Piljin Yi']"
24372,0109218,['Victor Pervushin']
24373,0109219,"['Ludmil Hadjiivanov', 'Todor Popov']"
24374,0109220,['Amitabha Lahiri (Bose Ctr.)']
24375,0109221,['E. R. Bezerra de Mello']
24376,0109222,"['H. O. Girotti', 'M. Gomes', 'A. Yu. Petrov', 'V. O. Rivelles', 'A. J. da']"
24377,0109223,"['Ashok Das', 'Ziemowit Popowicz']"
24378,0109224,['Daniel Zwanziger']
24379,0110001,"['A.M. Ghezelbash', 'R.B. Mann']"
24380,0110002,"['Emil T.Akhmedov (ITEP,Moscow)']"
24381,0110003,"['D. Blaschke', 'A. Gusev', 'V. Pervushin', 'D. Proskurin']"
24382,0110004,['Kei-Ichi Kondo']
24383,0110005,['Reza Abbaspur']
24384,0110006,['Badis Ydri']
24385,0110007,"['Marcus Spradlin', 'Andrew Strominger', 'Anastasia Volovich']"
24386,0110008,['Shijong Ryang']
24387,0110009,"['Mitsuo Abe', 'Katsunori Kawamura']"
24388,0110010,"['Marijan Ribaric', 'Luka Sustersic']"
24389,0110011,['Alexander Burinskii']
24390,0110012,"['F C Santos', 'A C Tort']"
24391,0110013,['Donam Youm']
24392,0110014,"['Thomas Branson', 'Oussama Hijazi']"
24393,0110015,['Shogo Tanimura']
24394,0110016,"['A.M. Khvedelidze', 'D.M. Mladenov', 'H.-P. Pavel', 'G. Ropke']"
24395,0110017,"['P. Furlan', 'V.B. Petkova']"
24396,0110018,['Marek Rogatko']
24397,0110019,['Davoud Kamani']
24398,0110020,"['M. Rausch de Traubenberg', 'M. J. Slupinski']"
24399,0110021,"['O. Lauscher', 'M. Reuter']"
24400,0110022,"['Tony Gherghetta', 'Antonio Riotto']"
24401,0110023,"['A. Shirzad', 'M. Mojiri']"
24402,0110024,"['R.A. Janik', 'R. Peschanski']"
24403,0110025,['Andrea Gregori']
24404,0110026,['Janos Polonyi']
24405,0110027,['S. Deser']
24406,0110028,"['F. Cachazo', 'B. Fiol', 'K. Intriligator', 'S. Katz', 'C. Vafa']"
24407,0110029,"['Aram A. Saharian (Yerevan State University', 'Yerevan', 'Armenia)']"
24408,0110030,['Takeshi Inagaki']
24409,0110031,"['Sergio Cacciatori', 'Dietmar Klemm']"
24410,0110032,"['W. Kummer', 'M. Ertl', 'T. Strobl']"
24411,0110033,"['Emili Bagan', 'Robin Horan', 'Martin Lavelle', 'David McMullan', 'Shogo']"
24412,0110034,"['Jerome P. Gauntlett', 'Nakwoo Kim', 'Dario Martelli', 'Daniel Waldram']"
24413,0110035,"['Per Kraus', 'Masaki Shigemori']"
24414,0110036,"['Antonella Grassi', 'Zachary Guralnik', 'Burt A. Ovrut']"
24415,0110037,"['V.G. Bagrov (U. of Tomsk)', 'M.C. Baldiotti (U. of Sao Paulo)', 'D.M.']"
24416,0110038,"['Jose A. Magpantay (National Institute of Physics', 'U.P. Diliman)']"
24417,0110039,"['Dongsu Bak', 'Andreas Karch']"
24418,0110040,"['E.I. Guendelman', 'A.B. Kaganovich']"
24419,0110041,"['N. Quiroz', 'B. Stefanski Jr']"
24420,0110042,"['Stanislav Klimenko', 'Igor Nikitin', 'Lialia Nikitina']"
24421,0110043,"['C. D. Fosco', 'A. Lopez']"
24422,0110044,"['Amir H. Rezaeian', 'Aram A. Saharian']"
24423,0110045,['Igor Kondrashuk']
24424,0110046,['C. P. Martin (Universidad Complutense de Madrid)']
24425,0110047,"['Alfredo T. Suzuki', 'Alexandre G. de M. Schmidt']"
24426,0110048,['C.M. Hull']
24427,0110049,['A. Coley']
24428,0110050,"['Keshav Dasgupta', 'Kyungho Oh', 'Jaemo Park', 'Radu Tatar']"
24429,0110051,"['Kimball A. Milton', 'Sergei D. Odintsov', 'and Sergio Zerbini']"
24430,0110052,"['George Jaroszkiewicz', 'Vladimir Nikolaev']"
24431,0110053,"['Yves Brihaye (University of Mons', 'Belgium)', 'Betti Hartmann']"
24432,0110054,"['M. Reuter', 'F. Saueressig']"
24433,0110055,['Stefan Forste']
24434,0110056,['A. Yu. Segal (Lebedev Physical Institute)']
24435,0110057,['R. Jackiw']
24436,0110058,['U. Trittmann']
24437,0110059,['S.I. Kruglov']
24438,0110060,['S.I. Kruglov']
24439,0110061,['S.I. Kruglov']
24440,0110062,['Brett McInnes']
24441,0110063,"['S. Khalil (Durham U.)', 'O. Lebedev', 'S. Morris (Sussex U.)']"
24442,0110064,"['Shinichi Nojiri', 'Sergei D. Odintsov']"
24443,0110065,['Tianjun Li']
24444,0110066,"['Y. Kiem', 'S.-S. Kim', 'S.-J. Rey', 'H.-T. Sato']"
24445,0110067,['Pedro Castelo Ferreira']
24446,0110068,['T. Schucker']
24447,0110069,"['Martin Cederwall', 'Bengt E.W. Nilsson', 'Dimitrios Tsimpis']"
24448,0110070,"['Eanna E. Flanagan', 'S.-H. Henry Tye', 'Ira Wasserman']"
24449,0110071,"['Paul S. Aspinwall', 'Michael R. Douglas']"
24450,0110072,['P.K. Townsend']
24451,0110073,"['C.A. Scrucca', 'M. Serone', 'L. Silvestrini', 'F. Zwirner']"
24452,0110074,"['E.A. Ivanov', 'B.M. Zupnik']"
24453,0110075,"['R. J. Finkelstein (U. of California', 'Los Angeles', 'CA)']"
24454,0110076,['Y. M. Cho']
24455,0110077,['T.Suyama']
24456,0110078,['Miguel Navarro']
24457,0110079,"['C. Castro', 'M. Pavsic']"
24458,0110080,"['Yves Brihaye (University of Mons', 'Belgium)', 'Betti Hartmann']"
24459,0110081,['Rafael I. Nepomechie']
24460,0110082,"['F. Carvalho', 'E. R. Bezerra de Mello']"
24461,0110083,['S.I. Kruglov']
24462,0110084,['J.F. Vazquez-Poritz']
24463,0110085,['J.F. Vazquez-Poritz']
24464,0110086,['Shyamoli Chaudhuri']
24465,0110087,['Andrew Strominger']
24466,0110088,"['M. D. Maia', 'Edmundo M. Monte']"
24467,0110089,"['Renata Kallosh', 'Andrei Linde', 'Sergey Prokushkin', 'Marina Shmakova']"
24468,0110090,"['M. L. Ciccolini', 'C. D. Fosco', 'A. Lopez']"
24469,0110091,"['Margaret E. Wessling', 'Mark B. Wise (Cal Tech)']"
24470,0110092,['Vasily Pestun']
24471,0110093,['Mark Van Raamsdonk']
24472,0110094,"['Akira Kokado', 'Gaku Konisi', 'Takesi Saito']"
24473,0110095,['Miyuki Nishikawa']
24474,0110096,"['J. M. Camino', 'A. V. Ramallo']"
24475,0110097,"['A. Constandache', 'Ashok Das', 'F. Toppan']"
24476,0110098,"['I.M. Krichever', 'D.H. Phong']"
24477,0110099,"['Tadashi Takayanagi', 'Tadaoki Uesugi']"
24478,0110100,"['Ashok Das', 'J.Maharana', 'A. Melikyan']"
24479,0110101,"['Marco Picariello (1)', 'Andrea Quadri (1)', 'Silvio P. Sorella (2) ((1)']"
24480,0110102,"['K. Shima', 'Y. Tanii', 'M. Tsuda']"
24481,0110103,"['Jihn E. Kim', 'Bumseok Kyae', 'Hyun Min Lee']"
24482,0110104,"['S. Arnone', 'D. Francia', 'K. Yoshida']"
24483,0110105,['A.V. Smilga']
24484,0110106,['Yuhi Ohwashi']
24485,0110107,"['J.G. Russo', 'A.A. Tseytlin']"
24486,0110108,"['Vijay Balasubramanian', 'Jan de Boer', 'Djordje Minic']"
24487,0110109,"['Martijn Wijnholt', 'Slava Zhukov']"
24488,0110110,"['Thomas Dent (MCTP', 'University of Michigan)']"
24489,0110111,"['D. Bazeia', 'J. Menezes', 'M.M. Santos']"
24490,0110112,"['Yi Liao (ITP', 'Leipzig)']"
24491,0110113,"['Adi Armoni (CERN)', 'Esperanza Lopez (AEI-Potsdam)']"
24492,0110114,['Cosmas K Zachos']
24493,0110115,"['A. Giveon', 'A. Kehagias', 'H. Partouche']"
24494,0110116,['Rafael I. Nepomechie']
24495,0110117,['A. Coley']
24496,0110118,['A.J.M. Medved (University of Alberta)']
24497,0110119,"['Hugo Garcia-Compean', 'Jorge Moreno']"
24498,0110120,"['Christoph Kopper', 'Frederic Meunier']"
24499,0110121,['Kenji Mohri (Univ. of Tsukuba)']
24500,0110122,"['Bo-Yu Hou', 'Dan-Tao Peng', 'Kang-Jie Shi', 'Rui-Hong Yue']"
24501,0110123,['Y. S. Myung (Inje Univ)']
24502,0110124,['Isao Kishimoto']
24503,0110125,['Ashok Das']
24504,0110126,"['A. A. Belavin', 'A. V. Odesskii', 'R. A. Usmanov']"
24505,0110127,"['L. V. Laperashvili (ITEP', 'Moscow', 'Russia)', 'D. A. Ryzhikh (ITEP,']"
24506,0110128,['H. Y. Cui']
24507,0110129,['G. Veneziano']
24508,0110130,"['M. V. Cougo-Pinto', 'C. Farina', 'J. F. M. Mendes', 'A. Tort']"
24509,0110131,"['M. Magro', 'I. Sachs', 'S. Wolf']"
24510,0110132,"['G.v.Gersdorff', 'M.Quiros']"
24511,0110133,"['J. Fuchs', 'I. Runkel', 'C. Schweigert']"
24512,0110134,"['Guang-Hong Chen', 'Yong-Shi Wu']"
24513,0110135,['F.R. Klinkhamer']
24514,0110136,['Partha Mukhopadhyay']
24515,0110137,['Junichi Yokoyama']
24516,0110138,"['S. L. Lyakhovich', 'A. A. Sharapov']"
24517,0110139,"['L. Hlavaty', 'L. Snobl']"
24518,0110140,"['Igor Batalin', 'Robert Marnelius']"
24519,0110141,"['Zygmunt Lalak', 'Radoslaw Matyszkiewicz']"
24520,0110142,['Marika Taylor-Robinson']
24521,0110143,"['B. Abdesselam', 'N. Mohammedi']"
24522,0110144,"['A. G. Agnese', 'M. La Camera']"
24523,0110145,['Lai-Him Chan']
24524,0110146,"['Nima Arkani-Hamed', 'Andrew G. Cohen', 'David B. Kaplan', 'Andreas Karch and']"
24525,0110147,"['Chong-Sun Chu', 'Harald Dorn']"
24526,0110148,['Semen Klevtsov']
24527,0110149,"['Sean M. Carroll', 'James Geddes', 'Mark B. Hoffman', 'Robert M. Wald']"
24528,0110150,['L.C.Garcia de Andrade']
24529,0110151,['J.M. Isidro']
24530,0110152,"['G. Grignani', 'M. Orselli', 'G. W. Semenoff']"
24531,0110153,['Kentaroh Yoshida']
24532,0110154,"['Chanju Kim', 'O-Kab Kwon', 'Choonkyu Lee']"
24533,0110155,"['Gerald V. Dunne', 'Anthony W. Thomas', 'and Stewart V. Wright']"
24534,0110156,"['Dipankar Chakrabarti', 'A. Harindranath']"
24535,0110157,"['G. Akemann', 'J. T. Lenaghan', 'K. Splittorff']"
24536,0110158,"['J. Fuchs', 'I. Runkel', 'C. Schweigert']"
24537,0110159,"['Gabor Etesi (Yukawa Institute', 'Kyoto University', 'Japan)']"
24538,0110160,"['V. S. Alves', 'Ashok Das', 'Gerald V. Dunne', 'and Silvana Perez']"
24539,0110161,['U. Trittmann']
24540,0110162,['Rainer Dick']
24541,0110163,['Aharon Nudelman']
24542,0110164,"['Chiang-Mei Chen', 'Dmitri V. Galtsov', 'and Paul M. Saffin']"
24543,0110165,"['Xiang-Mao Ding', 'Mark. D. Gould', 'Yao-Zhong Zhang']"
24544,0110166,['T. A. Larsson']
24545,0110167,"['Mar Bastero-Gil', 'Paul H. Frampton', 'Laura Mersini']"
24546,0110168,"['Nathan Berkovits', 'Brenno Carlini Vallilo (IFT/UNESP', 'Caltech)']"
24547,0110169,['Bruno Carneiro da Cunha']
24548,0110170,"['Jose Figueroa-OFarrill', 'Joan Simon']"
24549,0110171,"['Mina Aganagic', 'Cumrun Vafa']"
